city,country,country_code,email,facebook,google_business_categories,google_maps_url,instagram,linkedin,name,opening_date,phone_number,review_score,reviews_number,source_run_id,source_type,street,url,source_category,source_country
Malaga WA 6090,,AU,admin@termico.com.au,https://www.facebook.com/TermitesPerth,pest_control_service,https://www.google.com/maps?cid=10701738240974749444,,,Termico Pest Management,,+61 8 9443 9880,3.7,136.0,,automated,25 Resource Way,http://www.termicopestmanagement.com.au/?utm_source=Google%20My%20Business&utm_medium=Google%20My%20Business&utm_campaign=Google%20My%20Business,pest_control_service,Australia
Nerang QLD 4211,,AU,admin@rmhpest.com.au,,pest_control_service,https://www.google.com/maps?cid=5873856098729783750,,,RMH Pest Management,,+61 423 690 426,5.0,87.0,,automated,21 Bards Ct,https://rmhpest.com.au/,pest_control_service,Australia
Katherine NT 0850,,AU,admin@centrepestmanagement.com.au,https://www.facebook.com/squarespace,pest_control_service,https://www.google.com/maps?cid=8338143826561827625,,,Centre Pest Management,,+61 438 749 070,,,,automated,24 Cox Cres,https://www.centrepestmanagement.com.au/contact,pest_control_service,Australia
Marsden Park NSW 2765,,AU,inquiries@mr-master-pest-control.com,,pest_control_service,https://www.google.com/maps?cid=1693008471717986602,,,MR MASTER PEST CONTROL,,+61 435 370 177,5.0,5.0,,automated,19 Barrallier Dr,https://mr-master-pest-control.com/,pest_control_service,Australia
Unanderra NSW 2526,,AU,alrpestanimal@gmail.com,,pest_control_service,https://www.google.com/maps?cid=9639583707549646219,,,ALR Pest Animal Manegement,,+61 477 201 301,,,,automated,Factory 38/5/11 Waynote Pl,http://alrpestmanagement.com.au/,pest_control_service,Australia
Ocean Reef WA 6027,,AU,wapestsaway@bigpond.com.au,,pest_control_service,https://www.google.com/maps?cid=10129846338233512150,,,WA Pestsaway,,+61 419 374 374,3.8,9.0,,automated,117 Venturi Dr,http://www.wapestsaway.com.au/,pest_control_service,Australia
Cardiff NSW 2285,,AU,hello@swotpest.com,http://www.facebook.com/swotpest,pest_control_service,https://www.google.com/maps?cid=16884208593841125353,http://www.instagram.com/swotpestservices,,SWOT Pest Services,,+61 2 4954 3620,5.0,25.0,,automated,15 Veronica St,http://swotpest.com/,pest_control_service,Australia
Spring Hill QLD 4000,,AU,info@magicpestcontrol.com.au,,pest_control_service,https://www.google.com/maps?cid=1621515666178759054,,,Magic Pest Control,,+61 489 908 469,1.0,1.0,,automated,454 Gregory Terrace,https://magicpestcontrol.com.au/,pest_control_service,Australia
Sarina QLD 4737,,AU,bookings@rpcsarina.com,https://www.facebook.com/people/Reliable-Pest-Control-Sarina-and-Surrounds/61566764079915/,pest_control_service,https://www.google.com/maps?cid=11363082678627627661,,,Reliable Pest Control Sarina & Surrounds,,+61 498 124 488,5.0,7.0,,automated,Reliable Pest Control,https://rpcsarina.com/,pest_control_service,Australia
Hillbank SA 5112,,AU,allan@precisionpestcontrolsa.com.au,,pest_control_service,https://www.google.com/maps?cid=9200585191399443317,https://www.instagram.com/precisionpestcontrolsa/,,Pest Inspection,,+61 402 682 738,,,,automated,2 Hillbank Rd,https://www.precisionpestcontrolsa.com.au/contact-us/,pest_control_service,Australia
Mount Warrigal NSW 2528,,AU,info@southernbugbusters.com.au,,pest_control_service,https://www.google.com/maps?cid=11207876881007918333,,,Southern Bug Busters,,+61 407 261 610,4.4,16.0,,automated,401 Reddall Parade,https://southernbugbusters.com.au/,pest_control_service,Australia
Swan Hill VIC 3585,,AU,nvpest@bigpond.com,,pest_control_service,https://www.google.com/maps?cid=271496062121575901,,,North Vic Pest Control,,+61 417 057 805,5.0,3.0,,automated,11 Ellwood Ct,https://www.northvicpest.com.au/,pest_control_service,Australia
Melbourne VIC 3000,,AU,lewis@melbournebirdsolutions.com.au,https://www.facebook.com/profile.php?id=61560692222901&mibextid=LQQJ4d,pest_control_service,https://www.google.com/maps?cid=6681164106235605578,https://www.instagram.com/melbournebirdsolutions/,,Melbourne Bird Solutions,,+61 3 9993 7196,5.0,29.0,,automated,1 Queens Rd,https://melbournebirdsolutions.com.au/,pest_control_service,Australia
Baulkham Hills,Carlingford,AU,support@bugzoff.com.au,,pest_control_service,https://www.google.com/maps?cid=11488147437082050215,,,BUGZOFF Pest Control,,,5.0,122.0,,automated,"Bella Vista,Servicing Hills District,Parramatta",http://bugzoff.com.au/,pest_control_service,Australia
Thornton NSW 2322,,AU,adaptablepestcontrol@gmail.com,https://www.facebook.com/adaptablepc/,pest_control_service,https://www.google.com/maps?cid=11974574573844022661,,,Adaptable Pest Control,,+61 414 434 958,5.0,79.0,,automated,10 Thomas Coke Dr,https://www.adaptablepestcontrol.com.au/,pest_control_service,Australia
St Kilda VIC 3182,,AU,info@bedbugbarrier.com.au,https://www.facebook.com/BedBugBarrier,pest_control_service,https://www.google.com/maps?cid=14691220303476804178,,https://www.linkedin.com/in/bed-bug-barrier/,Bed Bug Barrier Pty Ltd,,+61 1300 760 646,4.6,49.0,,automated,30 Dalgety St,http://www.bedbugbarrier.com.au/,pest_control_service,Australia
Werribee VIC 3030,,AU,pestbustersmelbourne@gmail.com,,pest_control_service,https://www.google.com/maps?cid=13187247835310017713,,,Pest Busters Melbourne - Pest Control Werribee | End of lease pest control Werribee,,+61 468 410 176,5.0,33.0,,automated,9 Grandvista Bvd,https://pestbustersmelbourne.com.au/,pest_control_service,Australia
Ormeau QLD 4208,,AU,20info@termitedamagerepair.com.au,,pest_control_service,https://www.google.com/maps?cid=15953384296057174491,,,Termite Damage Repairs,,+61 477 839 770,,,,automated,13 Freesia Ct,https://termitedamagerepair.com.au/about-us/,pest_control_service,Australia
Erina NSW 2250,,AU,info@pesteco.com.au,,pest_control_service,https://www.google.com/maps?cid=5798832647411817560,,,Pesteco,,+61 488 844 214,5.0,142.0,,automated,Unit 40/90-96 The Entrance Rd,http://www.pesteco.com.au/,pest_control_service,Australia
Rosebud VIC 3939,,AU,janesmith@gmail.com,,pest_control_service,https://www.google.com/maps?cid=12417591057715561318,,,Southern Cross Bees,,+61 400 099 304,5.0,19.0,,automated,2 Mashie Ct,https://southerncrossbees.com.au/,pest_control_service,Australia
Queens Park WA 6107,,AU,info@pestsundercontrol.com.au,,pest_control_service,https://www.google.com/maps?cid=4557866578907158787,,,Pests Under Control,,+61 467 353 870,,,,automated,12/10 Gibbs St,http://pestsundercontrol.com.au/,pest_control_service,Australia
Tarneit VIC 3029,,AU,firstcarepest2013@gmail.com,,pest_control_service,https://www.google.com/maps?cid=6678779287107100857,,,Firstcare Pest Control,,+61 430 496 402,4.8,12.0,,automated,11 Hilda St,https://firstcareservices.com.au/,pest_control_service,Australia
Perth WA 6000,,AU,info@711pestcontrolperth.com.au,,pest_control_service,https://www.google.com/maps?cid=5226415170834739800,,,Pest Control Perth,,+61 8 6109 8161,,,,automated,19/76 Newcastle St,https://711pestcontrolperth.com.au/flea-control-perth/,pest_control_service,Australia
Fletcher NSW 2287,,AU,info@allpestcontrolnewcastle.com.au,https://www.facebook.com/allritepestservice,pest_control_service,https://www.google.com/maps?cid=4669232175703879485,,,All Pest Control Newcastle,,+61 424 286 264,4.6,17.0,,automated,6 Worrikul Ave,https://allpestcontrolnewcastle.com.au/,pest_control_service,Australia
Ransome QLD 4154,,AU,results@results-services.com,https://www.facebook.com/Resultshomeservices,pest_control_service,https://www.google.com/maps?cid=5042303448074714132,https://www.instagram.com/friendlypesty/,,Results Termite and Pest Control Services,,+61 7 3823 2500,4.9,55.0,,automated,169 Rickertt Rd,https://www.termitetreatmentsbrisbane.com.au/,pest_control_service,Australia
Geilston Bay TAS 7015,,AU,daniel@pctas.com.au,,pest_control_service,https://www.google.com/maps?cid=9483992550675245317,,,Allaround Pest Control Hobart,,+61 417 123 963,4.5,38.0,,automated,18 Andreas Pl,https://allaroundpestcontrol.com.au/,pest_control_service,Australia
Wollongong NSW 2500,,AU,privacypolicyupdates@automattic.com,https://www.facebook.com/WordPresscom/,pest_control_service,https://www.google.com/maps?cid=15159420621220538621,https://www.instagram.com/wordpressdotcom/,,Adapt Pest,,+61 401 459 600,5.0,4.0,,automated,Kembla St,http://adaptpest.com.au/,pest_control_service,Australia
Chittaway Bay NSW 2261,,AU,croker_1@bigpond.com,https://www.facebook.com/masterkillPestControl/,pest_control_service,https://www.google.com/maps?cid=1776271156930982146,,,Masterkill Pest Control Services,,+61 419 212 908,,,,automated,12/100 Chittaway Rd,https://www.facebook.com/masterkillPestControl/,pest_control_service,Australia
Airds NSW 2560,,AU,ramykamal55555@hotmail.com,https://www.facebook.com/kamalpestcontrol,pest_control_service,https://www.google.com/maps?cid=2603188538494548006,,,Kamal Pest Control,,+61 405 188 818,4.2,5.0,,automated,5 Foxlow Pl,https://kamalpestcontrol.com.au/about-us/,pest_control_service,Australia
Melonba NSW 2765,,AU,info@sandhupestmanagement.com,https://www.facebook.com/profile.php?id=100086205770792,pest_control_service,https://www.google.com/maps?cid=17776386107513607000,,,Sandhu pest management,,+61 435 713 010,5.0,83.0,,automated,Comet St,https://sandhupestmanagement.com/,pest_control_service,Australia
Malaga WA 6090,,AU,sales@citymetropestmanagement.com.au,https://www.facebook.com/CityMetroPest,pest_control_service,https://www.google.com/maps?cid=2543405173757159636,,,City Metro Pest Management,,+61 1300 762 667,4.3,6.0,,automated,4 Holder Way,http://www.citymetropestmanagement.com.au/,pest_control_service,Australia
Menai NSW 2234,,AU,info@dropdeadpestcontrol.com.au,https://www.facebook.com/pestcontrolhelpsydney/,pest_control_service,https://www.google.com/maps?cid=8170009771430996492,,,Drop Dead Pest Control,,+61 2 9541 1365,5.0,962.0,,automated,Unit 12/800/812 Old Illawarra Rd,https://www.dropdeadpest.com.au/,pest_control_service,Australia
Maroochydore QLD 4558,,AU,pestfree@bundillapestcontrol.com.au,https://www.facebook.com/bundillapestcontrol,pest_control_service,https://www.google.com/maps?cid=16832522037334087753,,,Bundilla Pest Control,,+61 7 5317 1016,5.0,810.0,,automated,Unit 3/12 Norval Ct,https://www.bundillapestcontrol.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,pest_control_service,Australia
North Perth WA 6006,,AU,info@championpestcontrol.com.au,https://facebook.com/championpest,pest_control_service,https://www.google.com/maps?cid=16439587500992434820,,,Champion Pest Control,,+61 8 9444 0550,4.2,19.0,,automated,477 Charles St,http://championpest.com.au/,pest_control_service,Australia
Moama NSW 2731,,AU,hello@ontimepestcontrol.com.au,https://www.facebook.com/On-Time-Pest-Control-103209029783457/,pest_control_service,https://www.google.com/maps?cid=11861690708222047496,https://www.instagram.com/ontimepestcontrol_au/,https://www.linkedin.com/company/on-time-pest-control/?originalSubdomain=au,On Time Pest Control,,+61 1800 988 249,4.2,5.0,,automated,19 McLaren Dr,https://ontimepestcontrol.com.au/,pest_control_service,Australia
Hawthorn,Hawthorn East VIC 3122,AU,info.allseasonsroofrepairs@gmail.com,,roofing_contractor,https://www.google.com/maps?cid=3529755423706021911,,,All Seasons Roofing and Repairs,,+61 1300 919 111,4.8,124.0,,automated,737 Burwood Road,https://allseasonsroofrepair.com.au/,roofing_contractor,Australia
Seaford VIC 3198,,AU,admin@completeroofcare.com.au,https://www.facebook.com/completeroofcare/,roofing_contractor,https://www.google.com/maps?cid=18257813409946902504,,,Complete Roof Care,,+61 411 262 625,4.6,32.0,,automated,44 Brunel Rd,https://completeroofcare.com.au/,roofing_contractor,Australia
Braeside VIC 3195,,AU,sales@herculesrooftiling.com.au,,roofing_contractor,https://www.google.com/maps?cid=5628823865566838685,,,Hercules Roof Tiling,,+61 3 9588 2656,4.0,8.0,,automated,7 Graham Daff Blvd,https://www.herculesrooftiling.com.au/,roofing_contractor,Australia
Currumbin Waters QLD 4223,,AU,jsroof@onthenet.com.au,,roofing_contractor,https://www.google.com/maps?cid=3839803824978677738,,,Jason Smith Roofing,,+61 419 726 389,4.0,3.0,,automated,7 Flaminia St,https://www.jasonsmithroofing.com.au/,roofing_contractor,Australia
Geelong VIC 3220,,AU,info@geelongroofingpros.com.au,https://www.facebook.com/Roofingprosgeelong,roofing_contractor,https://www.google.com/maps?cid=3057380963562330984,,https://www.linkedin.com/company/roofingprosgeelong/,Roof Plumber Geelong | Roofing Pros,,+61 420 557 784,5.0,36.0,,automated,69 Yarra St,http://www.geelongroofingpros.com.au/,roofing_contractor,Australia
Milton QLD 4064,,AU,20info@proroofingbrisbane.com.au,https://www.facebook.com/proroofingbrisbane,roofing_contractor,https://www.google.com/maps?cid=3996137180923764371,,https://www.linkedin.com/company/pro-roofing-brisbane,Pro Roofing Brisbane,,+61 7 3062 7711,,,,automated,1/16 McDougall St,https://www.proroofingbrisbane.com.au/,roofing_contractor,Australia
Coolum Beach QLD 4573,,AU,management@alpineedgeprotection.com.au,,roofing_contractor,https://www.google.com/maps?cid=676729871409183730,,,Alpine Edge Protection,,+61 421 179 597,,,,automated,Unit 18/2 Focal Ave,http://www.alpineedgeprotection.com.au/contact-us/,roofing_contractor,Australia
Hadspen TAS 7290,,AU,info@nurooftas.com.au,,roofing_contractor,https://www.google.com/maps?cid=5244840199379792246,,,Nu Roof Tas,,+61 457 358 755,,,,automated,2 Cook St,http://www.nurooftas.com.au/,roofing_contractor,Australia
Brisbane City QLD 4000,,AU,info@homeshieldroofrenovations.com,,roofing_contractor,https://www.google.com/maps?cid=2287087114369908557,,,HOMESHEILD Roof Renovations LTD,,+61 450 194 089,,,,automated,shop 1/241 Adelaide St,https://www.homeshieldroofrenovations.com/,roofing_contractor,Australia
Merimbula NSW 2548,,AU,impallari@gmail.com,https://www.facebook.com/107082864500834,roofing_contractor,https://www.google.com/maps?cid=324388305411020371,https://www.instagram.com/sapphireroofingservices,,SAPPHIRE COAST ROOFING,,+61 408 375 206,,,,automated,Ocean View Ave,https://www.sapphirecoastroofing.com.au/,roofing_contractor,Australia
Homebush West NSW 2140,,AU,core@roofingportal.com.au,https://www.facebook.com/Roofing.Portal.business/,roofing_contractor,https://www.google.com/maps?cid=7681353182332388335,https://www.instagram.com/roofing_portal/,,Roofing Portal,,+61 2 8376 1451,4.9,35.0,,automated,Unit C16/161 Arthur St,https://roofingportal.com.au/,roofing_contractor,Australia
Camden South NSW 2570,,AU,ryan@relianceroof.com.au,,roofing_contractor,https://www.google.com/maps?cid=1175827655763009838,,,Reliance Roof Restoration South West Sydney,,+61 434 131 225,5.0,10.0,,automated,33 Bowman Ave,https://www.relianceroof.com.au/location/south-west-sydney/,roofing_contractor,Australia
Rosebery NSW 2018,,AU,info@roofrepairssydney.com.au,,roofing_contractor,https://www.google.com/maps?cid=13706768464465209950,,,Roof Repairs Sydney PTY LTD,,+61 1300 217 113,3.0,10.0,,automated,819/4 Spring St,https://roofrepairssydney.com.au/,roofing_contractor,Australia
Tully QLD 4854,,AU,cassowarycoastroofing@gmail.com,https://www.facebook.com/profile.php?id=61573007461405,roofing_contractor,https://www.google.com/maps?cid=5706290857653085937,,,Cassowary Coast Roofing,,+61 448 274 895,,,,automated,1 Butler St,https://www.cassowarycoastroofing.com/,roofing_contractor,Australia
Brendale QLD 4500,,AU,info@envytrade.com.au,https://www.facebook.com/115773881604894,roofing_contractor,https://www.google.com/maps?cid=7174880064698221509,https://www.instagram.com/page,,Envy Trade Services Pty Ltd,,+61 466 278 774,,,,automated,41 S Pine Rd,https://www.envytrade.com.au/,roofing_contractor,Australia
Umina Beach NSW 2257,,AU,jobs@daymanroofing.au,https://facebook.com/61566939164017/,roofing_contractor,https://www.google.com/maps?cid=10373915970121980241,https://www.instagram.com/daymanroofing/,https://www.linkedin.com/company/dayman-roofing-pty-ltd/,Dayman Roofing Pty Ltd,,+61 458 902 666,5.0,32.0,,automated,Nelson St,https://www.daymanroofing.com.au/,roofing_contractor,Australia
Leppington NSW 2179,,AU,info@everythingmetalroofing.com.au,https://www.facebook.com/profile.php?id=100027716391639,roofing_contractor,https://www.google.com/maps?cid=6764610507735576069,https://www.instagram.com/everythingmetalroofing/,,Everything Metal Roofing Pty. Ltd.,,+61 466 634 600,5.0,14.0,,automated,Suite 15/1469 Camden Valley Wy,https://everythingmetalroofing.com.au/,roofing_contractor,Australia
Eastlakes NSW 2018,,AU,info@climateroofing.net.au,,roofing_contractor,https://www.google.com/maps?cid=11371861904288567056,,,Climate Roofing Pty Ltd,,+61 2 8338 8588,4.5,30.0,,automated,92 Florence Ave,http://www.climateroofing.net.au/,roofing_contractor,Australia
West Perth WA 6005,,AU,reception@roofsmartwa.com.au,http://facebook.com/roofsmartwa,roofing_contractor,https://www.google.com/maps?cid=8623680951166842640,https://www.instagram.com/roofsmartwa/,,Roof Smart WA,,+61 8 6118 6138,5.0,2.0,,automated,Level 1/100 Havelock St,https://www.roofsmartwa.com.au/,roofing_contractor,Australia
